time,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14
2021-03-21,0.1474626384803452,0.19798442333010102,0.14954030695701492,0.12255448005761087,0.36283039909129344,0.11086812697022991,0.16682224485046293,0.2356873479167291,0.1341849974165992,0.25974928601153835,0.16680278572542717,0.2400980540415291,0.11795591726006421,0.14814878800097148,0.13563630500615953
2021-04-04,0.14033982519881477,0.18300466891902195,0.14146480240675077,0.11984585176296883,0.3234278206365363,0.10703407585335463,0.1568062973577205,0.2174584952454626,0.12982954331410004,0.2352653149275069,0.15718135524655671,0.22022943925369887,0.11353973027474913,0.14192604996438932,0.1295972840440101
2021-04-18,0.13933501984776087,0.17917337576550868,0.13991904269876124,0.12063337935319735,0.31943746834105075,0.10655507658206535,0.1548744484015203,0.2134571181682842,0.12997444909546402,0.22931538251536807,0.1553018993626455,0.21942648142840637,0.11324291613971897,0.14139745929797992,0.12838692316491168
2021-05-02,0.1336646064608879,0.1718179879060329,0.13445118676432774,0.11544847574233265,0.3133528958491337,0.10028668916193177,0.14866621150352669,0.2057872301182659,0.12476302081533747,0.2208551995730242,0.14894140074335077,0.21982305521965637,0.1076622543081573,0.1358744443936791,0.12249924257604362
2021-05-16,0.12760541645168666,0.16532819340219976,0.12759401995303662,0.10922311010494376,0.3105502608490901,0.09324933604734903,0.1427902284103664,0.19852472055792209,0.11870582729748044,0.21448121094757733,0.14262755724141768,0.21798456844808015,0.10073638455988365,0.1298841794345937,0.11606714136687478
2021-05-30,0.12197025250659846,0.16251505657724105,0.12314408014038133,0.10199024755880685,0.3215292464071759,0.08558648182714887,0.13856285917194117,0.1953500862778864,0.11198658077682751,0.2157041739062275,0.13786643542319552,0.22226280779668267,0.09376177192485322,0.12401806508081262,0.10945312816715938
2021-06-13,0.11388873989279093,0.1575380170818835,0.11841687671039536,0.09287597722685939,0.31626234213978405,0.0780532959140502,0.13164287520760407,0.18990564260314807,0.10281903359117024,0.21287497103350256,0.13088201961839244,0.21627215981925135,0.08687274457730342,0.11546261429968266,0.10052625584988373
2021-06-27,0.11580082274186994,0.16605219809257168,0.12602381977257235,0.08998480439952401,0.33696845098172457,0.07999723984539159,0.13706947034085246,0.1961085843914603,0.10026465451843088,0.22971748154700342,0.1345869738358511,0.22142640798785368,0.09027330641572189,0.11503058448626947,0.10085582133540506
2021-07-11,0.1251090256448004,0.17876716142470547,0.13664264848982774,0.09232892104027404,0.3608272590512839,0.085124116897964,0.1497268961394841,0.20670485172403774,0.10396971841222755,0.24931023754709133,0.14348162663289177,0.23168418296313278,0.09670211668257343,0.120959622977774,0.10748778140841109
2021-07-25,0.1458372763939075,0.20182235060409612,0.15340561251140786,0.09738025424503471,0.3898071120773151,0.09528434611125892,0.17885077296218677,0.22216072402789866,0.11171842212766639,0.27885588680156703,0.15987246564094854,0.2424444788390649,0.10836391763201608,0.13177988304470728,0.12122744454185248
2021-08-08,0.18743629737165932,0.24318861668168706,0.18030040003315048,0.10756263531909988,0.4415718314005685,0.11096891945059274,0.2365474243567606,0.23575839594522757,0.12835672212915547,0.3284104511286016,0.1894545265143745,0.25070407504463876,0.1266658909923895,0.15276019268304236,0.1466158841598461
2021-08-22,0.247081165862101,0.2989578900322744,0.21439724965460505,0.12337091490228362,0.48413043649196524,0.13321201638276575,0.31477519922027697,0.25051433150804653,0.1546299008157122,0.38073295162166937,0.23262712793671403,0.26707144276482336,0.15150860243148903,0.18355516271625277,0.18319811059901445
2021-09-05,0.3018039538354768,0.35740935198314827,0.2504029911731941,0.13530282877815406,0.5496824910676341,0.15149195662241785,0.3879013339702588,0.2757054560644622,0.1776413621346693,0.4441508792090665,0.2748215337974262,0.30515384619860547,0.1739435964340773,0.21191799540839265,0.2132152645072599
2021-09-19,0.33869216614716446,0.3941177105179096,0.2747161684234153,0.1442442180234469,0.582316836091438,0.16514585767599657,0.4331524967679954,0.281630653412016,0.19249792727468557,0.48180604268206273,0.30078631782133997,0.3151512984677499,0.1908769575715374,0.22777704023892656,0.23463200731421863
2021-10-03,0.353695627507884,0.4111760493240301,0.2830346266751712,0.1544114134945163,0.607371779408211,0.17345658890110838,0.4456285399339503,0.3264348956906089,0.20571087608778799,0.5001708575283352,0.314466661242049,0.36869391014987446,0.1982712487531382,0.24026002013447686,0.24962172199870422
2021-10-17,0.3240988498529443,0.3840538666374324,0.26352502973172154,0.15243369105674442,0.6090760797711318,0.16118435943661827,0.39751928256389407,0.36605369680844574,0.19903179922156078,0.48360989093312623,0.2926212920133605,0.40433784119170163,0.1814735397566936,0.2280390573275785,0.23825552064468752
2021-10-31,0.27829963777171496,0.3374021490801019,0.2336757519322521,0.14823487996432658,0.5657468713338495,0.14909833563533095,0.33161967696332373,0.3771173501719241,0.1855805066627014,0.43755756640922844,0.25820759587269004,0.3955032624044477,0.16317579182761258,0.20708549061887493,0.2186720077823021
2021-11-14,0.26527352451871083,0.328039273420231,0.22652652004390483,0.1448789012709208,0.5754097995843274,0.1449334543453766,0.31618629036114865,0.38171599943308776,0.180685751768335,0.43241261937416375,0.2513145484224252,0.4084868262657877,0.15831634578233042,0.20273888472763235,0.21159289640637519
2021-11-28,0.23217489254894624,0.30002067815724187,0.21031038689134968,0.1376934792000816,0.5783306999507554,0.13352324604630683,0.27191123668877554,0.38197269225796565,0.16767365038318321,0.4135480365819931,0.22851396364614013,0.42216042115372937,0.14586487851230412,0.18685080179196667,0.19273410268896599
2021-12-12,0.2114477572784325,0.28073297492064253,0.2010851558340765,0.13524050091008794,0.5688824385062142,0.12988559750795642,0.24466302904903448,0.36688170652592,0.16067197018047433,0.39475150082108384,0.21510408056034255,0.4185320744641247,0.14177948672657623,0.17830337725532389,0.18037038417352327
2021-12-26,0.1997222145370892,0.2703728460037026,0.19482896728744598,0.1317148286804569,0.5715519642400825,0.1252359986679223,0.23070966679134622,0.3563489561282106,0.15496728664751977,0.386439493328606,0.20705056695406993,0.4182787797234171,0.137404968611837,0.17221755968329916,0.17077645290994767
2022-01-09,0.18907066081316784,0.2542037172400366,0.18607862447151535,0.1303427072051672,0.5299323145012113,0.12250596009670833,0.21630377529695813,0.32554941208330107,0.15091691679081945,0.35959928376970696,0.1979037977806223,0.379543663144589,0.13384672043279597,0.16695645112343704,0.163050710052095
2022-01-23,0.18222765808145366,0.24460216035027949,0.18084377385870978,0.12865074513155178,0.5140709818473123,0.11924507527436656,0.2076012416337499,0.3083648117448914,0.14773764404036052,0.34629466669305375,0.19174985838310962,0.36334942715964397,0.13057273762033064,0.16306200421411984,0.1573277603051541
2022-02-06,0.17342234975205972,0.22759826187365623,0.17122764321978495,0.1278507937097212,0.45523601490204124,0.11724515068201563,0.19513084356829322,0.27853579697503816,0.1445536601033362,0.31385065545922636,0.18261839463223353,0.31642795177962835,0.12728631968320472,0.1580844673805603,0.15206599886224406
2022-02-20,0.1675969509112899,0.21484037912545523,0.16529027683891478,0.1286254736933726,0.4079795036750834,0.11738820751643692,0.1865443552564822,0.2571992282670585,0.14331368008378786,0.2879281428078195,0.17641335750745132,0.2847588702377363,0.12634420593957377,0.1553040665386081,0.149077954751614
