time,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14
2021-09-05,0.22324738775819705,0.28993562554317553,0.1694293639859372,0.17806858302921888,0.18252103351144114,0.20997916380749906,0.32857405762044095,0.31413673859663677,0.25369170735470414,0.23666798097619543,0.14286160547484622,0.3640312121703968,0.2333520617254134,0.16906195989235345,0.3739406653693016
2021-09-19,0.2438568655730036,0.322768466381224,0.18208731046848298,0.1788519159033478,0.1782116898188445,0.22608712628149683,0.3694072034517596,0.3553146883053531,0.2780983466472629,0.26660676017019785,0.15373695811361396,0.4083813767289245,0.257369690925572,0.18411014498658854,0.42520736940925175
2021-10-03,0.24631971744865125,0.3265705128784332,0.1947561298326334,0.2335213399262588,0.21602243223342435,0.24448387977931854,0.3896232936530499,0.3666334553936653,0.29518321436300216,0.28171692551419325,0.16597722707494494,0.43186264185919643,0.27381472038096816,0.19824130128132422,0.4390554124133118
2021-10-17,0.2276019570336808,0.2975861631127245,0.18919160493833437,0.2736499570714239,0.2589501407166462,0.23636030970335345,0.3607898837383768,0.3324313954252498,0.27877722038484815,0.2653249261085579,0.16368250036478785,0.4089507998277962,0.260748222647983,0.1932584160423252,0.3929450790414438
2021-10-31,0.20103139021168584,0.25422376696362475,0.17850259120300188,0.299588056287026,0.29301739567504365,0.21842045775494542,0.3187881803164261,0.28048310494044953,0.2517544517931674,0.23401405207490472,0.15760879198598632,0.36182044921671097,0.23836940752902572,0.18260123018534832,0.3286267421148598
2021-11-14,0.1944176662810317,0.24376591875560105,0.17489663721577964,0.30984897510914583,0.30084962612053473,0.21444634903827758,0.3081572122192412,0.2647760357993457,0.2459375769692865,0.22213447662620642,0.15363515358344412,0.3500477148712235,0.23124249252941614,0.17670111457540935,0.309809576990537
2021-11-28,0.17977223390653047,0.22014755090840135,0.16367756417247692,0.32048187294150143,0.3085404667890158,0.19723849054073211,0.27749165102393786,0.22955715166391327,0.22336247463893436,0.19763465121273965,0.1447732496783908,0.3215008214474327,0.21014161300942927,0.16358033631343902,0.2656048588221947
2021-12-12,0.1730205078751657,0.20619624568449463,0.15810618294881087,0.31316758224490804,0.3015621881258763,0.1863620301893975,0.2579078780868053,0.20775055369502357,0.20915196916529072,0.18166440984188473,0.1410564376332301,0.2989500700956869,0.19580330629698067,0.1552011486710336,0.23843797353266774
2021-12-26,0.1685091960647896,0.19844917967086098,0.15294606439862365,0.3012737734778279,0.2936665137238472,0.17836629251626757,0.2463715925591622,0.1958607018832947,0.19963197049587442,0.17198872955327957,0.13690222794878865,0.286483579757801,0.18527074468612542,0.14766098978922879,0.22393555949902563
2022-01-09,0.1650802253294154,0.19086841259312068,0.14936171836384943,0.2651767902800912,0.2696210749435123,0.17119846416741571,0.23150029387626592,0.1854829855343303,0.1900392579131434,0.16441149638485736,0.13483527701255962,0.26706345636591255,0.1760894406226954,0.14255265263057176,0.209657786697874
2022-01-23,0.16245583549875386,0.18639421843276763,0.14643992888937632,0.23880540129739636,0.25479728308688476,0.16623337782234107,0.22177113650397012,0.17907932341972024,0.18336119018550434,0.15940824389611402,0.1327779492510634,0.2566361132795711,0.1695855991072029,0.13850646824108673,0.2010609941273973
2022-02-06,0.15889351735519475,0.17900164392316495,0.1436012813446154,0.2099105255527668,0.23304714675547963,0.1599686723944342,0.20677761840286887,0.17064573413959228,0.17456293846328624,0.15393833864074624,0.1314703075602904,0.23690837813846757,0.1627664131818762,0.1356677327818375,0.1891395366218126
2022-02-20,0.15749130145873066,0.17468144188694482,0.14267560208513866,0.1954194616711895,0.21821596599392953,0.15602678988530552,0.19598500161992877,0.1653000331099088,0.1685667364183339,0.15085305362971346,0.13188551376231947,0.2226980088913266,0.15837270552867358,0.13474583845143942,0.18096579635618767
