time,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14
2020-10-18,0.21798609433316918,0.269974857557805,0.19382222341794014,0.12248622804569702,0.15883109916091687,0.23151322571678645,0.3135644440921172,0.2516372492906574,0.26724883580142705,0.2042321893764716,0.1659012174431589,0.32590352902460945,0.23646389384070318,0.1785443103578539,0.29841599525605217
2020-11-01,0.20356734153048045,0.26698950787706105,0.183328116461956,0.3003869763491914,0.26381314668758965,0.22837230504415398,0.3206203596165642,0.24618371029924135,0.2645684861230841,0.19829638125736251,0.1540115389100882,0.37151688725532833,0.23525531115000384,0.1776250951509029,0.2981415877931114
2020-11-15,0.19265500871320138,0.24701188493156323,0.1749736328733885,0.2672566525421652,0.24850774877143467,0.21384184040041915,0.2954494674172257,0.22562436516324874,0.2451579619159726,0.18499330137371242,0.14880096595212877,0.3408377640245865,0.2188398956528598,0.168870123408957,0.27096985589156014
2020-11-29,0.187743991199112,0.23932522648243282,0.17029751163070073,0.2614862341475094,0.24704240898912153,0.20690517004039463,0.28764542533020754,0.21481984068866058,0.23706298973498768,0.17721477112620723,0.14538605007850813,0.33518927574677976,0.21003976154590537,0.16281279472381388,0.2578858394515786
2020-12-13,0.1836356257269188,0.2325695581220002,0.16524602222153567,0.25470049317266713,0.24816496338092806,0.19894893384019932,0.2801465653056815,0.20306654487284592,0.22919987023765165,0.16788194867910552,0.14125938937825716,0.3297991044972473,0.20170593802455736,0.15589682623548673,0.2440742911963428
2020-12-27,0.1750855947372622,0.21613714010588408,0.15745754066298706,0.22687859430746588,0.23912011465140237,0.18556707605598072,0.2588975837537112,0.1850412432490668,0.2121643872685926,0.15587311782703947,0.1364264285914024,0.3055829571923984,0.1858592672392494,0.14649156210710013,0.21998834580739074
2021-01-10,0.1724464349127203,0.2109132782721431,0.1546137697043977,0.22046068776835168,0.24496371105282153,0.1811790229756687,0.2521781157426802,0.178387053111313,0.2063393181008623,0.15128942705447448,0.1345853445461951,0.3002747312442391,0.17921188922341008,0.14220451892878352,0.2111128390335567
2021-01-24,0.1701998091713673,0.20505084836261891,0.15244887199340323,0.20717197683921335,0.2479107415903999,0.1766250970208841,0.24186950169461677,0.17286467880757922,0.1995218015259723,0.14800661483605995,0.1336720813430915,0.2880121788220511,0.17327299131994334,0.13933196903380582,0.20248982855485953
2021-02-07,0.16758017140071357,0.19781437917149494,0.15066831300162856,0.18748160982339163,0.2417071913163967,0.17184372154600894,0.229537099045154,0.1677102084600357,0.1919553300272633,0.14561831629770558,0.13372863768360688,0.27045680718380005,0.16771002401706778,0.13764736875170897,0.19380782440934446
2021-02-21,0.16142856682045417,0.18738355700097062,0.14577675958293917,0.1771952816178651,0.23126385363400814,0.16399806436511188,0.21377152168192864,0.15992950962503455,0.18122669778429149,0.14053588670391334,0.13072614000423338,0.24977569273947345,0.15963110785126003,0.1333940129103791,0.18261767543514812
2021-03-07,0.1561234484740693,0.1776579084020767,0.14103234166202863,0.16215182700850203,0.21540510706653998,0.15567874142865126,0.19771021968596686,0.15225887705556637,0.1701675417932718,0.13552996509780693,0.12814578254265094,0.22898515518943088,0.15118364438997461,0.12905315956341476,0.17129658156442304
2021-03-21,0.15015015740748272,0.16692492640598935,0.1360778531855245,0.1511957558745397,0.19595972027218497,0.14709003083884994,0.1825853510875927,0.1444874032698158,0.15963239777899257,0.13063929485154963,0.12538375535648794,0.20707597629365002,0.14356858936630193,0.12498440884412963,0.16001562383159215
2021-04-04,0.1454236429721354,0.1592390831011179,0.1316048084655354,0.15124692214024665,0.18410474428711995,0.13994815347933048,0.16902518278827658,0.1381496309336195,0.15024679468830474,0.1261508594552886,0.12225910677140242,0.19095309914799902,0.13648859783448014,0.12062640186866029,0.15081972838454252
2021-04-18,0.14594435371286746,0.15860007592737752,0.13174667242001023,0.15608177982528806,0.18135699984122558,0.1388722678751621,0.16549344553041492,0.1375019967165917,0.14831813714717812,0.12611322909384146,0.12290799051437855,0.1869606222737573,0.13502781522631457,0.12014587774344199,0.14904400102619025
2021-05-02,0.14083594970329583,0.1528887689767358,0.12656862137100255,0.15914180059561367,0.17422097467092126,0.13329006438133886,0.1581554950311782,0.13201903395035608,0.14205829630545894,0.12089949199651454,0.11774997109552375,0.17914002797045808,0.12919698321269843,0.1145113326156615,0.14297152990359535
2021-05-16,0.13480891056621022,0.14675961137558682,0.12059616987789712,0.15679494905751504,0.1665867573791663,0.12745695045943392,0.15136590721127863,0.12596099449206485,0.13584068223946896,0.1147325265216756,0.11157336576586857,0.17241530180959136,0.123027317920255,0.10819254124558324,0.1370114976108814
2021-05-30,0.12916975080110643,0.14225886364085844,0.11391841725010605,0.1564894618618349,0.16226766356473382,0.12164421668931455,0.1477368364965219,0.12028609962416446,0.1308704723406781,0.1080175620674506,0.10435530075108705,0.17007618437865196,0.11699791371655806,0.10107047093885131,0.13234836401040823
2021-06-13,0.12095170909878973,0.13507860458254928,0.10451249047198881,0.15219339504097093,0.15782728366135304,0.11230812151951301,0.14209049922190922,0.11224629116871905,0.12303878286789507,0.09932649550426263,0.09502388856533381,0.16554943727432228,0.10808233615586031,0.09180244636630441,0.12535861467771092
2021-06-27,0.12022457204281498,0.13617467103835082,0.10147175337705591,0.15343039212604515,0.16023704960086388,0.11035968149360752,0.14864848097534694,0.11380278617809728,0.12525822960906396,0.0980170161937054,0.09160873105724342,0.17148853636459832,0.1087611905546705,0.09012735524748516,0.13056718306771345
2021-07-11,0.12560443832084395,0.14321958436198404,0.10480362029338759,0.15831817777508675,0.16732868894928346,0.11557148056807692,0.15941024680135218,0.12307168838740917,0.13313878787025216,0.10348686149195856,0.09369538930949727,0.18236647356028135,0.1161156936057244,0.09449930179507399,0.14287193012966645
2021-07-25,0.13664988890562996,0.15854115390566273,0.1113229020280463,0.16322529728752166,0.17593330834068793,0.12547781114636092,0.1799421450535332,0.14473741208008523,0.14777180756724362,0.11740727049050712,0.09857323662572716,0.20193304967698533,0.1310616677842739,0.10358792360388162,0.17076549368171656
2021-08-08,0.15972480629007033,0.19213965966280988,0.12556512715585633,0.1570520129086625,0.1775717722861064,0.14660335710953887,0.21568477528998245,0.19089356727840745,0.17351732004836537,0.14860547442677718,0.10935188674058945,0.24038577544720058,0.15822625009521826,0.12245814833855956,0.2251185358792036
2021-08-22,0.19231940107803835,0.2406248584857883,0.14923062287280162,0.16657164800691096,0.1809803890534883,0.17990431719184466,0.27375704049684924,0.25452288500840464,0.21542950676108633,0.19428932363460663,0.12777567358039857,0.3003389092314194,0.19931195459516388,0.1486666609274759,0.3019241273884974
