time,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14,Class_15,Class_16,Class_17,Class_18,Class_19,Class_20,Class_21,Class_22,Class_23,Class_24,Class_25,Class_26,Class_27,Class_28,Class_29
2021-03-07,0.19377383682349755,0.13967124226289082,0.5115462567609915,0.2279182380607436,0.14108684173990874,0.11783569253379783,0.16907347214696883,0.17016384978543023,0.1774828144873411,0.1201178351421325,0.1463690286993701,0.12886977549896864,0.2893029567040643,0.3177321552235332,0.1210046731807327,0.19783356572602223,0.16828951687743102,0.17339868094864558,0.23627696096888484,0.10593858830195343,0.22249798634341617,0.31570816269570295,0.16490912187329307,0.17116017052634613,0.15948705148694872,0.1463152113176118,0.11180566812002782,0.3695429007538581,0.3810385684214956,0.15790165696175892
2021-03-21,0.1782970575966245,0.13406433895227798,0.4401327337989753,0.20651594175330668,0.135104355668046,0.1146554465022051,0.16149790765016933,0.15914143597014635,0.1631203976058585,0.11808479572425452,0.13976543895600463,0.12641234256448192,0.2566134836036568,0.2786159531272689,0.11703495632997178,0.183735637907481,0.1574778285218328,0.1603182789803055,0.2131823617695789,0.10466475760521339,0.20164190333780077,0.26903992428505163,0.1532224951275024,0.16051125449062512,0.15043878147121487,0.14246765500475395,0.10927638861051267,0.32041904731647475,0.32329685381240897,0.14924441604836783
2021-04-04,0.16536201975313508,0.12903819668425542,0.3916399593196413,0.18997542697134226,0.12935262451918916,0.11079531108614422,0.15568087589916316,0.1491737224069965,0.15999687691890802,0.11516032413268469,0.1340763686664633,0.12353026035485472,0.23260255782311257,0.2535468057115635,0.11281360144565382,0.17370918271100552,0.14888375794266917,0.14984160897304696,0.19842529416982047,0.10132058368803597,0.18656663795489642,0.2423565374612434,0.14454577957419534,0.15179670379547391,0.14299427648612142,0.1388068914062301,0.10577427402648984,0.28372604134840845,0.2901119235801007,0.1411676506655746
2021-04-18,0.1621834349252968,0.12877062047242338,0.388796402889753,0.18573070918137116,0.12835014086772764,0.11058991593085712,0.1555449614297677,0.14701293356003775,0.16307770976341018,0.11548503294192336,0.13366450065388344,0.12438291029438252,0.22664755752129406,0.24837738484779515,0.11261576731406622,0.17187796546582831,0.14746656287856927,0.14707605771768542,0.1945439486227719,0.10056105035928527,0.18241602895870093,0.2368000319124616,0.14274687768154853,0.15045129746205707,0.14192930383742158,0.13954818266573318,0.10568094762815897,0.27728329089779175,0.28847411328571454,0.13935204315974978
2021-05-02,0.1553687360083768,0.12346017687958369,0.3816493807986906,0.17833294136410685,0.1226459882318004,0.10452866178841275,0.15011746593876568,0.14037051862367436,0.16669217579446566,0.11003727268529453,0.12821383117236237,0.11930587342009775,0.21829751007935388,0.2399181390423852,0.10716810127552279,0.1654291617900325,0.14173677063979903,0.14064283101181477,0.18677075198356305,0.09400625295164612,0.17413804971027122,0.23060038298720625,0.13730815104026045,0.14431906202431757,0.13634928546363534,0.13448566516289057,0.09987300253215035,0.2699329150559588,0.28705303968125334,0.13312592444109916
2021-05-16,0.14959812780534607,0.11744229531611877,0.37949192797083997,0.1718226635317963,0.11637905741717303,0.09734910821171995,0.14394298394808608,0.1337188100306625,0.1649463475411477,0.1037144920599588,0.12197063539611074,0.11316367575016736,0.2121507366648028,0.23357184242182066,0.10006560862128919,0.1590429545039762,0.13620729947174998,0.13430913448478649,0.17868898082701049,0.08674052614896414,0.16677290333887765,0.2241033362678659,0.1304948224644143,0.13792245545561607,0.13071178615111778,0.12837682424128427,0.09307610401550165,0.26494038565255507,0.2869978412797681,0.1266673650806082
2021-05-30,0.1462137037447308,0.11076384393400673,0.39586892867087176,0.169852126824346,0.10968671356452121,0.08991435865662227,0.1385463410630466,0.1285674900888046,0.16628981931272227,0.09645017903083099,0.11582757426378489,0.10601322549330804,0.21346988161066588,0.2341325724501294,0.09332029734821713,0.15487159498723804,0.13136295239002924,0.12883143994333052,0.17356988923606947,0.07859866970043143,0.16301185419600936,0.22227949834977848,0.12643336948699663,0.1333238794363073,0.12512822701264978,0.12198376926638799,0.08546843029844325,0.2732430575300814,0.2969513022514163,0.12091997304600476
2021-06-13,0.14056724992163872,0.10141717265838374,0.3868980722226389,0.16574901627135719,0.10053003227083744,0.08278549582608809,0.13045094749561753,0.12203680400328318,0.16347096959607665,0.08739170147877857,0.10755431616457316,0.09681135301768827,0.21062139390334433,0.2291322738799469,0.08681679363912245,0.1477133370706468,0.12347952653050893,0.12258409800113836,0.16753562877371872,0.07051267010132412,0.15732348446797265,0.21271161598744653,0.12213388598865171,0.12626657528107482,0.11610605200420643,0.11340900015389854,0.0777439110190417,0.27432085816111373,0.2886659500599953,0.11292952896715536
2021-06-27,0.1478971557118371,0.09860376193538553,0.40584914742302514,0.17621285286494287,0.09992544122116806,0.08434801039593993,0.13023760411422713,0.12668098012616347,0.1678363710594079,0.08521733285303379,0.10837260544046703,0.09363861580524559,0.22751587345456215,0.24117080623988274,0.09021809786238559,0.15064181072964888,0.12647988403107122,0.1312732236170874,0.17151021013542042,0.0723826949843255,0.16382692479194702,0.21510814474505596,0.1305551018404908,0.1313200058535816,0.1152181457134368,0.11203815466409031,0.07963897188957063,0.305775345194967,0.2973329274395785,0.11603029938048784
2021-07-11,0.160345729875836,0.10245897933979779,0.42912990617627883,0.1898910295962945,0.10603659663403729,0.08983454723017598,0.13623669814542627,0.13566298019880635,0.1758780097159656,0.08812632231573711,0.11687637536974331,0.09589875979288874,0.24676422291376574,0.25688892202265434,0.09673844157482818,0.15959046230708857,0.1369195356685845,0.14308880948166358,0.1799795406220158,0.07736335644339032,0.1764077803694216,0.2245824214347156,0.14201219681320226,0.14428979563498767,0.12147729064211667,0.11632679565156594,0.08437713841454951,0.3387402602793209,0.31060402558408273,0.12456462808394432
2021-07-25,0.18594652762262445,0.11083966827975777,0.4535324909500071,0.21338317503432425,0.11877576771791253,0.09959290622078512,0.14783250930199546,0.15163361690749663,0.18211260023635636,0.09416009326490275,0.13738600540184032,0.10074178590466853,0.27637285358276337,0.2789180330561925,0.1080831183933965,0.1759909544020886,0.15858846180250824,0.164830894539541,0.19285575590708248,0.08762950360311861,0.2005550450737819,0.2404060160334049,0.15971745706960563,0.17667482732118123,0.1328940552766936,0.12415613962388039,0.09407777431800299,0.3829943684338709,0.32504336217909835,0.14205722074135144
2021-08-08,0.2307761634144615,0.1295408777333994,0.5095820657926284,0.25425924852481296,0.1434896993328486,0.11476069006719235,0.17265986278655268,0.1773384320041778,0.1720278395867588,0.10673601066997972,0.18159116788599658,0.11057375193700318,0.326709711847646,0.3155333889378797,0.12552733469582195,0.21134875158401076,0.2012398288378792,0.19926172334464887,0.19696014773814668,0.10357687599567152,0.24522290519427017,0.2603283116470717,0.18834016911072649,0.24402605240949685,0.1553225427738888,0.1391318639015836,0.10957809919910051,0.4478688702611467,0.35148454337675755,0.1712706076996393
2021-08-22,0.2976976353228443,0.1600756702982519,0.5515720941908584,0.30749781371895374,0.1787652316890123,0.13663106601286082,0.20503485224255627,0.2169914785551446,0.16509030139292408,0.12466173350260522,0.24252113315542378,0.12673569001230692,0.3802563488167051,0.35261669700540954,0.1497576668815253,0.2569848398671774,0.26260890584803276,0.2443293398513618,0.20153717365392868,0.12431172249279485,0.3048697176811175,0.3049443428005268,0.22391890785620452,0.332060087029371,0.19028703497899896,0.1595578860262051,0.1312427761601597,0.5019306695017133,0.3789097839207505,0.21787786617497937
2021-09-05,0.3602288098257407,0.1872335128805934,0.619396946981537,0.3650995050568697,0.2074334976840933,0.1556857499712736,0.23791830626465596,0.25443531110875933,0.1634614577239661,0.13798357711385417,0.29908916591750084,0.13943218766966306,0.4431668141797908,0.4102842416691637,0.17269431480582478,0.307132630778986,0.31930193618874714,0.2844328596393031,0.21031290122950094,0.14082302663278742,0.36850830914880983,0.3761849807923225,0.262235555126877,0.41450019225464785,0.2219480817632042,0.17736190327983636,0.14951880424010572,0.5653877121017267,0.440857719241901,0.2581395002730519
2021-09-19,0.3972753724184788,0.20424624330427582,0.6523264635730511,0.4021251027534498,0.22796660695797338,0.16963119037826307,0.25895039719861074,0.27804099111056974,0.1508703182892256,0.14828963383800417,0.3386260180915916,0.14854901417987448,0.48166975219378605,0.43796310227857194,0.18997361407363636,0.3385179788016169,0.35310137673405245,0.3136879585393329,0.20595367561928962,0.15372910553385724,0.4049351898484624,0.407460030975753,0.2876529964181688,0.4694296700072831,0.2377376700079954,0.1893940506990429,0.16231859233206078,0.6034237548623222,0.4639316903181532,0.28694252439550566
2021-10-03,0.4186378358131623,0.22110794441139323,0.6750903321965013,0.41707901367118366,0.24374973442306003,0.17674381816960932,0.26435872649369146,0.29348950179464955,0.20057224398168266,0.1593453787177173,0.35024972293516193,0.15886792149114692,0.49777466193508024,0.4672393699930962,0.195481972472048,0.34633752994290085,0.3711254038904032,0.33538876042261767,0.2568647339649321,0.16164812810106322,0.4304365563039717,0.4826351101747737,0.29608705150540804,0.47029793626949495,0.25593194232370975,0.19507196222342274,0.17056353771664545,0.6190428125989927,0.5063204691083346,0.30319787885167854
2021-10-17,0.38265663593943927,0.21455758798830304,0.6767849444826963,0.38940994944138657,0.23426918707077707,0.16587803589321903,0.24740928228860923,0.2742184806622112,0.23978510907768708,0.15678280605078704,0.319129975959822,0.15663482431484066,0.47596608814311947,0.47604624252920924,0.17924540696776278,0.32198055637199435,0.3387495361217269,0.3112387061006998,0.30891778295495814,0.14947949469609076,0.41488714152781353,0.521676601950622,0.2765385368620629,0.41045765338853335,0.2451006878076914,0.18609555330955455,0.15593541928435642,0.6041914657653308,0.5308972165808334,0.28319232836225294
2021-10-31,0.3333200104448007,0.19906799553710242,0.630466117050661,0.3427591980208194,0.21624889253495233,0.15288589807433053,0.21826220353321782,0.24529204609410327,0.262383507997393,0.15115179342192597,0.2702812306682777,0.15194511085892237,0.42783426753960485,0.4438989768811835,0.16049601705659158,0.27685163513464456,0.2905996128465702,0.2787631494065011,0.34068464361048345,0.13803363088568155,0.37135172065277394,0.4996670199030859,0.2448781852857474,0.33143720386676,0.2238594087197074,0.17303977546292726,0.14235952369037436,0.5608395281992534,0.49458954513141523,0.2542384301495817
2021-11-14,0.3252339039598995,0.19359235569608854,0.6470218544103661,0.3339945877892271,0.20901872981954123,0.14874466908479336,0.2107738556100113,0.23961702005127367,0.2734618454869697,0.14695593835661747,0.25474467006259927,0.14876044571448344,0.4217378388085222,0.4466252428774508,0.15552479809934777,0.2666126165404994,0.2804043840224472,0.26905810568077576,0.34564999674476904,0.13314082318113,0.3590977512447416,0.5066980282354857,0.23788051533893237,0.31027100526562396,0.2202994027758253,0.1688080212577402,0.1391116555026508,0.5615822705251613,0.50948618972188,0.2463635390608112
2021-11-28,0.2893773049727047,0.17798825466796156,0.660535545152282,0.3085779192984416,0.19088006764005006,0.1387877061933484,0.194257457097297,0.21847494119805944,0.2868380267859187,0.13834457576878575,0.2211617617244847,0.1414683438232039,0.40116801489912696,0.4411066909182036,0.14416238788377597,0.24289841240228482,0.24590752189609497,0.24387418990427348,0.34723766047973464,0.12165519077882829,0.32716577310248146,0.5103543648753671,0.22157172600210975,0.260390275393176,0.2017147213439469,0.15919850351547932,0.12757743115579448,0.5500147441400529,0.5228507763449368,0.22202554425295193
2021-12-12,0.2669853432244707,0.16841405353528144,0.6604799181116585,0.2911476123771566,0.17871582992221968,0.13515430213893445,0.18635343556846773,0.20586309845114414,0.28876575527153625,0.13421889564451273,0.2000490184253965,0.1391612536597928,0.38302636384687233,0.426413415198919,0.1405273302071123,0.22850777751279014,0.22517498309315007,0.22876797867649848,0.3317219247083601,0.11867449513277921,0.3001269669282509,0.4930489893745275,0.211680042232718,0.2297252101275969,0.1902954697334432,0.15613127963934845,0.12495601156408773,0.5307671478170158,0.5181489730528652,0.20643990057142575
2021-12-26,0.25448646391299434,0.16111989578843164,0.6740945296270864,0.28211046203734474,0.1692251977925747,0.13069088690249267,0.18195066116670958,0.19735564178000117,0.2853332495199147,0.12949242932572888,0.18842719385496104,0.13586405552639857,0.37550267068109844,0.42060653598131137,0.13624664619400342,0.22128084612176122,0.21378975160152294,0.21959391587014426,0.31812652828336024,0.11396871442224504,0.28468688177091905,0.48337713917506736,0.2051126472181735,0.2147035400573005,0.18232554907996715,0.15316849320973916,0.12117975966171607,0.5234436089477611,0.523892233186933,0.19589540539272626
2022-01-09,0.23810113367626298,0.15551311674784923,0.6331159430443688,0.2656854900386464,0.1617083386448782,0.1276699267324898,0.17793573451552622,0.1881342443703056,0.2584549332336263,0.12723115921478806,0.17890379358532219,0.13450303677087005,0.3511421401220359,0.38849406029496875,0.13272138689742644,0.2124111222890257,0.20205936856084183,0.20748769898308317,0.2885759432347137,0.11214931589366547,0.26391370390983004,0.4336999320373613,0.19508679038778162,0.20167196636560208,0.17501922922759752,0.1515870836582523,0.11925071755428886,0.4811700483228096,0.48208099011040434,0.18577255070877075
2022-01-23,0.22753324861733612,0.1514145346013701,0.6227585547394329,0.25619021989668445,0.15624277157857105,0.12426319054002426,0.17525509007435572,0.18138799508639117,0.24353221408106265,0.12494427173213458,0.17287793024478101,0.13286905826347267,0.3393701321168625,0.37260672936761463,0.129502552041207,0.20749629124462918,0.19473770090468304,0.19918857679630408,0.27109946396097273,0.10924211977250085,0.2519342391663476,0.41008959508655435,0.1893012513891864,0.19402494563844042,0.16996393206854665,0.14989562928501662,0.11683582785182318,0.4611836537242658,0.467293636321855,0.17848666189225515
2022-02-06,0.2115205953766232,0.14717238534734753,0.5538413188070276,0.23759814986220704,0.15123079899850014,0.12131654246486547,0.17101566111500074,0.17227235328536356,0.21631006824435386,0.12403781112010145,0.165454881099635,0.1318385571955892,0.30907708243138965,0.333692519801744,0.1260075140764622,0.19802653016322153,0.18416848579266093,0.1886825378712017,0.2473983028700877,0.10871063906324674,0.23316297792038299,0.35402150088219186,0.1781996825224862,0.18368666552113588,0.163351347356623,0.14820412238970357,0.11534872844420746,0.40951297427670863,0.4085689756039602,0.1703303236023585
2022-02-20,0.19980967577184505,0.14505852010409714,0.4970800579083328,0.22332107846102717,0.14842336618743596,0.120675852850748,0.1688281864554484,0.16614178058145757,0.20417224494300484,0.1247988398844402,0.16090358184378004,0.13239865597314507,0.284457281369292,0.3042823681018669,0.12515335023664453,0.1916573742915452,0.17681081549546304,0.18063925760740465,0.23126458951070564,0.11024259386585608,0.21968561262480524,0.3131391560583932,0.17115534751330783,0.17710094745056734,0.15912297853194624,0.14814191893821646,0.11592169417512903,0.3666788042396969,0.3642348519352277,0.16486483314959208
